,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FGA,FG%,3P,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,height
1706,80.0,3882.0,31.7,0.536,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,6.0,23.1,0.286,0.0,0.0,0.0,0.0,3159.0,0.506,0.0,0.0,0.0,3159.0,0.506,0.506,835.0,1363.0,0.613,0.0,0.0,2052.0,192.0,0.0,0.0,123.0,4029.0,201.0
1713,77.0,1896.0,13.6,0.464,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,3.3,0.084,0.0,0.0,0.0,0.0,647.0,0.396,0.0,0.0,0.0,647.0,0.396,0.396,208.0,291.0,0.715,0.0,0.0,803.0,125.0,0.0,0.0,327.0,720.0,203.0
1716,75.0,2623.0,17.9,0.516,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.4,6.7,0.123,0.0,0.0,0.0,0.0,1210.0,0.466,0.0,0.0,0.0,1210.0,0.466,0.466,356.0,516.0,0.69,0.0,0.0,977.0,182.0,0.0,0.0,286.0,1484.0,203.0
1717,80.0,1478.0,9.1,0.475,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5,2.3,0.074,0.0,0.0,0.0,0.0,398.0,0.43,0.0,0.0,0.0,398.0,0.43,0.43,90.0,130.0,0.692,0.0,0.0,473.0,55.0,0.0,0.0,266.0,432.0,198.0
1719,80.0,1918.0,17.0,0.493,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.8,4.9,0.122,0.0,0.0,0.0,0.0,939.0,0.438,0.0,0.0,0.0,939.0,0.438,0.438,286.0,422.0,0.678,0.0,0.0,503.0,145.0,0.0,0.0,199.0,1108.0,208.0
1720,57.0,1153.0,14.7,0.541,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.5,3.1,0.129,0.0,0.0,0.0,0.0,433.0,0.471,0.0,0.0,0.0,433.0,0.471,0.471,145.0,178.0,0.815,0.0,0.0,328.0,78.0,0.0,0.0,186.0,553.0,190.0
1730,64.0,908.0,11.6,0.409,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,1.5,0.6,0.033,0.0,0.0,0.0,0.0,422.0,0.36,0.0,0.0,0.0,422.0,0.36,0.36,96.0,151.0,0.636,0.0,0.0,399.0,33.0,0.0,0.0,179.0,400.0,198.0
1738,76.0,1481.0,9.1,0.416,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,1.4,0.7,0.021,0.0,0.0,0.0,0.0,482.0,0.386,0.0,0.0,0.0,482.0,0.386,0.386,80.0,139.0,0.576,0.0,0.0,470.0,82.0,0.0,0.0,230.0,452.0,201.0
1744,76.0,2195.0,9.8,0.409,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,1.7,-0.2,-0.003,0.0,0.0,0.0,0.0,1028.0,0.392,0.0,0.0,0.0,1028.0,0.392,0.392,96.0,168.0,0.571,0.0,0.0,482.0,156.0,0.0,0.0,258.0,902.0,190.0
1745,80.0,2768.0,17.4,0.482,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.9,7.8,0.136,0.0,0.0,0.0,0.0,1220.0,0.443,0.0,0.0,0.0,1220.0,0.443,0.443,222.0,302.0,0.735,0.0,0.0,1176.0,243.0,0.0,0.0,272.0,1304.0,188.0
1747,78.0,2012.0,12.3,0.492,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,4.2,0.1,0.0,0.0,0.0,0.0,701.0,0.445,0.0,0.0,0.0,701.0,0.445,0.445,156.0,208.0,0.75,0.0,0.0,616.0,110.0,0.0,0.0,290.0,780.0,203.0
1756,40.0,1192.0,19.5,0.519,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.5,3.6,0.145,0.0,0.0,0.0,0.0,724.0,0.471,0.0,0.0,0.0,724.0,0.471,0.471,155.0,187.0,0.829,0.0,0.0,350.0,68.0,0.0,0.0,136.0,837.0,213.0
1771,58.0,344.0,9.5,0.434,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.014,0.0,0.0,0.0,0.0,126.0,0.405,0.0,0.0,0.0,126.0,0.405,0.405,29.0,57.0,0.509,0.0,0.0,128.0,18.0,0.0,0.0,81.0,131.0,213.0
1779,80.0,1446.0,8.8,0.47,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.3,0.042,0.0,0.0,0.0,0.0,460.0,0.441,0.0,0.0,0.0,460.0,0.441,0.441,60.0,82.0,0.732,0.0,0.0,440.0,53.0,0.0,0.0,267.0,466.0,188.0
1784,76.0,3433.0,19.4,0.489,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,11.6,15.5,0.217,0.0,0.0,0.0,0.0,1258.0,0.457,0.0,0.0,0.0,1258.0,0.457,0.457,286.0,481.0,0.595,0.0,0.0,1790.0,341.0,0.0,0.0,207.0,1436.0,203.0
1806,37.0,263.0,4.1,0.314,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.3,-0.5,-0.085,0.0,0.0,0.0,0.0,105.0,0.295,0.0,0.0,0.0,105.0,0.295,0.295,10.0,22.0,0.455,0.0,0.0,94.0,16.0,0.0,0.0,72.0,72.0,188.0
1813,80.0,1918.0,14.3,0.501,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.1,5.2,0.131,0.0,0.0,0.0,0.0,677.0,0.439,0.0,0.0,0.0,677.0,0.439,0.439,220.0,307.0,0.717,0.0,0.0,665.0,85.0,0.0,0.0,312.0,814.0,196.0
1814,80.0,3306.0,24.9,0.571,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.1,13.7,0.199,0.0,0.0,0.0,0.0,1595.0,0.527,0.0,0.0,0.0,1595.0,0.527,0.527,553.0,821.0,0.674,0.0,0.0,1309.0,233.0,0.0,0.0,283.0,2233.0,211.0
1827,80.0,3806.0,31.8,0.55,0.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,20.9,0.264,0.0,0.0,0.0,0.0,2770.0,0.528,0.0,0.0,0.0,2770.0,0.528,0.528,660.0,1113.0,0.593,0.0,0.0,1946.0,275.0,0.0,0.0,136.0,3586.0,188.0
1837,62.0,913.0,10.0,0.423,0.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,0.5,0.027,0.0,0.0,0.0,0.0,255.0,0.325,0.0,0.0,0.0,255.0,0.325,0.325,101.0,137.0,0.737,0.0,0.0,360.0,55.0,0.0,0.0,183.0,267.0,160.0
1839,80.0,1628.0,11.4,0.466,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.9,2.3,0.067,0.0,0.0,0.0,0.0,530.0,0.419,0.0,0.0,0.0,530.0,0.419,0.419,133.0,202.0,0.658,0.0,0.0,518.0,46.0,0.0,0.0,194.0,577.0,206.0
1840,76.0,2511.0,18.2,0.507,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1.8,5.6,0.108,0.0,0.0,0.0,0.0,1165.0,0.458,0.0,0.0,0.0,1165.0,0.458,0.458,343.0,514.0,0.667,0.0,0.0,936.0,177.0,0.0,0.0,286.0,1411.0,201.0
1844,79.0,2479.0,12.6,0.473,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,3.1,0.061,0.0,0.0,0.0,0.0,984.0,0.433,0.0,0.0,0.0,984.0,0.433,0.433,220.0,339.0,0.649,0.0,0.0,537.0,170.0,0.0,0.0,246.0,1072.0,208.0
1864,50.0,1340.0,7.4,0.386,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9,0.8,-1.0,-0.037,0.0,0.0,0.0,0.0,419.0,0.363,0.0,0.0,0.0,419.0,0.363,0.363,79.0,174.0,0.454,0.0,0.0,430.0,42.0,0.0,0.0,220.0,383.0,213.0
1868,45.0,458.0,7.3,0.343,0.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,-0.6,-0.061,0.0,0.0,0.0,0.0,153.0,0.314,0.0,0.0,0.0,153.0,0.314,0.314,24.0,50.0,0.48,0.0,0.0,155.0,28.0,0.0,0.0,66.0,120.0,203.0
1873,73.0,1420.0,9.5,0.418,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,1.9,0.7,0.024,0.0,0.0,0.0,0.0,527.0,0.4,0.0,0.0,0.0,527.0,0.4,0.4,56.0,101.0,0.554,0.0,0.0,319.0,103.0,0.0,0.0,172.0,478.0,206.0
1874,80.0,2561.0,18.6,0.519,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.6,7.7,0.144,0.0,0.0,0.0,0.0,1069.0,0.474,0.0,0.0,0.0,1069.0,0.474,0.474,241.0,320.0,0.753,0.0,0.0,1039.0,214.0,0.0,0.0,208.0,1255.0,190.0
1876,79.0,1913.0,10.6,0.474,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.1,2.8,0.071,0.0,0.0,0.0,0.0,627.0,0.434,0.0,0.0,0.0,627.0,0.434,0.434,115.0,154.0,0.747,0.0,0.0,502.0,87.0,0.0,0.0,256.0,659.0,180.0
1883,61.0,568.0,16.2,0.471,0.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,1.6,0.139,0.0,0.0,0.0,0.0,376.0,0.428,0.0,0.0,0.0,376.0,0.428,0.428,73.0,98.0,0.745,0.0,0.0,177.0,27.0,0.0,0.0,137.0,395.0,188.0
1888,60.0,590.0,21.5,0.545,0.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,2.2,0.176,0.0,0.0,0.0,0.0,353.0,0.513,0.0,0.0,0.0,353.0,0.513,0.513,80.0,119.0,0.672,0.0,0.0,161.0,38.0,0.0,0.0,118.0,442.0,211.0
1898,53.0,1000.0,12.3,0.498,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.7,0.083,0.0,0.0,0.0,0.0,319.0,0.489,0.0,0.0,0.0,319.0,0.489,0.489,59.0,122.0,0.484,0.0,0.0,316.0,47.0,0.0,0.0,156.0,371.0,208.0
1899,27.0,271.0,10.5,0.479,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.092,0.0,0.0,0.0,0.0,80.0,0.45,0.0,0.0,0.0,80.0,0.45,0.45,21.0,39.0,0.538,0.0,0.0,85.0,8.0,0.0,0.0,49.0,93.0,193.0
1900,26.0,729.0,13.0,0.505,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,1.2,0.08,0.0,0.0,0.0,0.0,239.0,0.502,0.0,0.0,0.0,239.0,0.502,0.502,38.0,83.0,0.458,0.0,0.0,231.0,39.0,0.0,0.0,107.0,278.0,201.0
1908,80.0,1299.0,11.2,0.502,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,2.0,0.074,0.0,0.0,0.0,0.0,427.0,0.466,0.0,0.0,0.0,427.0,0.466,0.466,74.0,98.0,0.755,0.0,0.0,398.0,83.0,0.0,0.0,261.0,472.0,201.0
1913,78.0,3500.0,18.2,0.464,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.6,13.5,0.185,0.0,0.0,0.0,0.0,1182.0,0.432,0.0,0.0,0.0,1182.0,0.432,0.432,287.0,517.0,0.555,0.0,0.0,1843.0,348.0,0.0,0.0,189.0,1309.0,203.0
1932,7.0,47.0,8.6,0.417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.056,0.0,0.0,0.0,0.0,10.0,0.5,0.0,0.0,0.0,10.0,0.5,0.5,2.0,10.0,0.2,0.0,0.0,15.0,5.0,0.0,0.0,11.0,12.0,203.0
1940,75.0,1488.0,7.7,0.453,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.058,0.0,0.0,0.0,0.0,236.0,0.462,0.0,0.0,0.0,236.0,0.462,0.462,23.0,68.0,0.338,0.0,0.0,504.0,40.0,0.0,0.0,180.0,241.0,208.0
1948,59.0,1922.0,14.0,0.505,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.4,4.8,0.121,0.0,0.0,0.0,0.0,647.0,0.444,0.0,0.0,0.0,647.0,0.444,0.444,200.0,270.0,0.741,0.0,0.0,633.0,79.0,0.0,0.0,262.0,774.0,196.0
1949,80.0,3394.0,23.3,0.555,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,2.9,14.4,0.203,0.0,0.0,0.0,0.0,1582.0,0.513,0.0,0.0,0.0,1582.0,0.513,0.513,537.0,825.0,0.651,0.0,0.0,1361.0,126.0,0.0,0.0,300.0,2159.0,203.0
1962,80.0,3689.0,31.6,0.537,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,10.6,25.0,0.325,0.0,0.0,0.0,0.0,2298.0,0.524,0.0,0.0,0.0,2298.0,0.524,0.524,540.0,1016.0,0.531,0.0,0.0,1787.0,403.0,0.0,0.0,182.0,2948.0,201.0
1970,76.0,1286.0,10.5,0.422,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,1.0,0.1,0.004,0.0,0.0,0.0,0.0,514.0,0.372,0.0,0.0,0.0,514.0,0.372,0.372,114.0,169.0,0.675,0.0,0.0,422.0,50.0,0.0,0.0,221.0,496.0,180.0
1979,78.0,1459.0,12.1,0.467,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.6,0.053,0.0,0.0,0.0,0.0,473.0,0.423,0.0,0.0,0.0,473.0,0.423,0.423,112.0,170.0,0.659,0.0,0.0,498.0,41.0,0.0,0.0,192.0,512.0,203.0
1980,80.0,2915.0,15.1,0.495,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.8,6.3,0.104,0.0,0.0,0.0,0.0,1213.0,0.458,0.0,0.0,0.0,1213.0,0.458,0.458,271.0,417.0,0.65,0.0,0.0,925.0,113.0,0.0,0.0,325.0,1383.0,198.0
1982,74.0,1522.0,16.2,0.493,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,2.7,0.086,0.0,0.0,0.0,0.0,670.0,0.445,0.0,0.0,0.0,670.0,0.445,0.445,186.0,279.0,0.667,0.0,0.0,428.0,94.0,0.0,0.0,174.0,782.0,185.0
1994,39.0,1158.0,12.4,0.426,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.4,0.0,0.0,0.0,460.0,0.4,0.4,61.0,98.0,0.622,0.0,0.0,410.0,52.0,0.0,0.0,119.0,429.0,183.0
2003,15.0,147.0,3.6,0.393,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,-0.018,0.0,0.0,0.0,0.0,30.0,0.4,0.0,0.0,0.0,30.0,0.4,0.4,2.0,7.0,0.286,0.0,0.0,31.0,6.0,0.0,0.0,35.0,26.0,211.0
2004,6.0,89.0,6.8,0.522,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.044,0.0,0.0,0.0,0.0,16.0,0.563,0.0,0.0,0.0,16.0,0.563,0.563,1.0,5.0,0.2,0.0,0.0,15.0,5.0,0.0,0.0,15.0,19.0,206.0
2005,9.0,58.0,-1.4,0.235,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.1,-0.114,0.0,0.0,0.0,0.0,14.0,0.214,0.0,0.0,0.0,14.0,0.214,0.214,1.0,2.0,0.5,0.0,0.0,16.0,1.0,0.0,0.0,20.0,7.0,188.0
2006,59.0,988.0,9.7,0.467,0.534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.02,0.0,0.0,0.0,0.0,247.0,0.413,0.0,0.0,0.0,247.0,0.413,0.413,81.0,132.0,0.614,0.0,0.0,331.0,36.0,0.0,0.0,185.0,285.0,193.0
2008,58.0,871.0,10.9,0.46,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.7,0.038,0.0,0.0,0.0,0.0,251.0,0.414,0.0,0.0,0.0,251.0,0.414,0.414,69.0,114.0,0.605,0.0,0.0,283.0,56.0,0.0,0.0,167.0,277.0,190.0
2013,80.0,2938.0,17.1,0.476,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.6,4.9,0.08,0.0,0.0,0.0,0.0,1250.0,0.429,0.0,0.0,0.0,1250.0,0.429,0.429,268.0,357.0,0.751,0.0,0.0,1017.0,275.0,0.0,0.0,187.0,1340.0,201.0
2016,68.0,975.0,9.8,0.422,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.7,0.1,0.004,0.0,0.0,0.0,0.0,357.0,0.375,0.0,0.0,0.0,357.0,0.375,0.375,65.0,85.0,0.765,0.0,0.0,283.0,49.0,0.0,0.0,166.0,333.0,198.0
2023,45.0,437.0,16.8,0.456,0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,1.3,0.145,0.0,0.0,0.0,0.0,305.0,0.42,0.0,0.0,0.0,305.0,0.42,0.42,45.0,57.0,0.789,0.0,0.0,126.0,24.0,0.0,0.0,100.0,301.0,206.0
2026,74.0,1784.0,18.7,0.526,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,4.6,0.124,0.0,0.0,0.0,0.0,937.0,0.487,0.0,0.0,0.0,937.0,0.487,0.487,204.0,282.0,0.723,0.0,0.0,414.0,121.0,0.0,0.0,217.0,1116.0,203.0
2027,6.0,47.0,21.0,0.537,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.175,0.0,0.0,0.0,0.0,24.0,0.458,0.0,0.0,0.0,24.0,0.458,0.458,9.0,11.0,0.818,0.0,0.0,16.0,0.0,0.0,0.0,5.0,31.0,203.0
2028,68.0,1737.0,18.7,0.526,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.1,4.5,0.123,0.0,0.0,0.0,0.0,913.0,0.487,0.0,0.0,0.0,913.0,0.487,0.487,195.0,271.0,0.72,0.0,0.0,398.0,121.0,0.0,0.0,212.0,1085.0,201.0
2035,19.0,259.0,5.8,0.424,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.0,0.008,0.0,0.0,0.0,0.0,66.0,0.409,0.0,0.0,0.0,66.0,0.409,0.409,9.0,19.0,0.474,0.0,0.0,65.0,5.0,0.0,0.0,51.0,63.0,203.0
2036,7.0,106.0,9.5,0.546,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.076,0.0,0.0,0.0,0.0,25.0,0.52,0.0,0.0,0.0,25.0,0.52,0.52,8.0,14.0,0.571,0.0,0.0,25.0,1.0,0.0,0.0,18.0,34.0,188.0
2037,12.0,153.0,3.2,0.336,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.2,-0.1,-0.039,0.0,0.0,0.0,0.0,41.0,0.341,0.0,0.0,0.0,41.0,0.341,0.341,1.0,5.0,0.2,0.0,0.0,40.0,4.0,0.0,0.0,33.0,29.0,208.0
2044,46.0,386.0,6.5,0.389,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.3,0.0,-0.006,0.0,0.0,0.0,0.0,91.0,0.363,0.0,0.0,0.0,91.0,0.363,0.363,10.0,15.0,0.667,0.0,0.0,107.0,23.0,0.0,0.0,73.0,76.0,203.0
2049,78.0,3482.0,19.3,0.461,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,16.0,17.3,0.238,0.0,0.0,0.0,0.0,1077.0,0.433,0.0,0.0,0.0,1077.0,0.433,0.433,236.0,429.0,0.55,0.0,0.0,1930.0,370.0,0.0,0.0,190.0,1168.0,201.0
2067,51.0,640.0,9.4,0.389,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.9,0.0,-0.002,0.0,0.0,0.0,0.0,250.0,0.376,0.0,0.0,0.0,250.0,0.376,0.376,22.0,46.0,0.478,0.0,0.0,216.0,50.0,0.0,0.0,128.0,210.0,196.0
2075,78.0,1510.0,10.4,0.551,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.1,2.8,0.09,0.0,0.0,0.0,0.0,273.0,0.535,0.0,0.0,0.0,273.0,0.535,0.535,45.0,75.0,0.6,0.0,0.0,510.0,44.0,0.0,0.0,225.0,337.0,213.0
2085,80.0,2916.0,17.2,0.537,0.456,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,6.8,4.0,10.8,0.178,0.0,0.0,0.0,0.0,1047.0,0.482,0.0,0.0,0.0,1047.0,0.482,0.482,341.0,477.0,0.715,0.0,0.0,966.0,111.0,0.0,0.0,328.0,1351.0,185.0
2086,80.0,3301.0,21.7,0.559,0.522,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,11.2,0.9,12.1,0.175,0.0,0.0,0.0,0.0,1441.0,0.509,0.0,0.0,0.0,1441.0,0.509,0.509,515.0,752.0,0.685,0.0,0.0,1166.0,191.0,0.0,0.0,260.0,1981.0,190.0
2099,73.0,3301.0,28.6,0.513,0.422,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,9.6,5.5,15.1,0.219,0.0,0.0,0.0,0.0,2083.0,0.51,0.0,0.0,0.0,2083.0,0.51,0.51,408.0,880.0,0.464,0.0,0.0,1673.0,250.0,0.0,0.0,146.0,2534.0,193.0
2100,38.0,1743.0,29.8,0.495,0.392,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,4.3,3.2,7.5,0.208,0.0,0.0,0.0,0.0,1275.0,0.499,0.0,0.0,0.0,1275.0,0.499,0.499,208.0,500.0,0.416,0.0,0.0,893.0,117.0,0.0,0.0,76.0,1480.0,190.0
2101,35.0,1558.0,27.3,0.54,0.47,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,5.3,2.3,7.6,0.233,0.0,0.0,0.0,0.0,808.0,0.528,0.0,0.0,0.0,808.0,0.528,0.528,200.0,380.0,0.526,0.0,0.0,780.0,133.0,0.0,0.0,70.0,1054.0,190.0
2102,43.0,655.0,12.9,0.436,0.272,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,-0.2,0.3,0.1,0.009,0.0,0.0,0.0,0.0,367.0,0.395,0.0,0.0,0.0,367.0,0.395,0.395,68.0,100.0,0.68,0.0,0.0,140.0,15.0,0.0,0.0,73.0,358.0,188.0
2104,54.0,572.0,13.5,0.424,0.272,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,-0.4,1.8,1.5,0.123,0.0,0.0,0.0,0.0,272.0,0.368,0.0,0.0,0.0,272.0,0.368,0.368,58.0,74.0,0.784,0.0,0.0,265.0,19.0,0.0,0.0,134.0,258.0,216.0
2107,68.0,1294.0,13.2,0.438,0.312,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,-0.1,1.5,1.4,0.052,0.0,0.0,0.0,0.0,538.0,0.405,0.0,0.0,0.0,538.0,0.405,0.405,100.0,168.0,0.595,0.0,0.0,435.0,72.0,0.0,0.0,165.0,536.0,201.0
2108,38.0,729.0,12.1,0.426,0.267,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,-0.3,0.8,0.4,0.03,0.0,0.0,0.0,0.0,311.0,0.389,0.0,0.0,0.0,311.0,0.389,0.389,54.0,83.0,0.651,0.0,0.0,239.0,42.0,0.0,0.0,101.0,296.0,213.0
2109,30.0,565.0,14.5,0.454,0.374,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.2,0.8,0.9,0.081,0.0,0.0,0.0,0.0,227.0,0.427,0.0,0.0,0.0,227.0,0.427,0.427,46.0,85.0,0.541,0.0,0.0,196.0,30.0,0.0,0.0,64.0,240.0,203.0
2113,80.0,2026.0,14.2,0.497,0.406,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,2.5,1.3,3.8,0.09,0.0,0.0,0.0,0.0,700.0,0.444,0.0,0.0,0.0,700.0,0.444,0.444,198.0,284.0,0.697,0.0,0.0,652.0,49.0,0.0,0.0,196.0,820.0,206.0
2114,74.0,2243.0,14.2,0.504,0.481,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,3.1,1.4,4.5,0.097,0.0,0.0,0.0,0.0,772.0,0.456,0.0,0.0,0.0,772.0,0.456,0.456,239.0,371.0,0.644,0.0,0.0,741.0,92.0,0.0,0.0,297.0,943.0,188.0
2127,78.0,2699.0,13.0,0.435,0.212,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,-0.4,3.5,3.1,0.056,0.0,0.0,0.0,0.0,987.0,0.41,0.0,0.0,0.0,987.0,0.41,0.41,128.0,209.0,0.612,0.0,0.0,906.0,179.0,0.0,0.0,258.0,938.0,180.0
2140,24.0,153.0,9.6,0.445,0.438,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.047,0.0,0.0,0.0,0.0,32.0,0.406,0.0,0.0,0.0,32.0,0.406,0.406,8.0,14.0,0.571,0.0,0.0,58.0,12.0,0.0,0.0,37.0,34.0,208.0
2143,76.0,1521.0,10.7,0.499,0.495,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,1.3,1.1,2.4,0.076,0.0,0.0,0.0,0.0,311.0,0.466,0.0,0.0,0.0,311.0,0.466,0.466,88.0,154.0,0.571,0.0,0.0,500.0,87.0,0.0,0.0,238.0,378.0,198.0
2151,80.0,1810.0,13.2,0.412,0.254,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,-1.2,2.1,0.9,0.024,0.0,0.0,0.0,0.0,714.0,0.37,0.0,0.0,0.0,714.0,0.37,0.37,126.0,181.0,0.696,0.0,0.0,551.0,197.0,0.0,0.0,132.0,654.0,196.0
2163,24.0,133.0,8.3,0.379,0.262,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,-0.3,0.1,-0.1,-0.04,0.0,0.0,0.0,0.0,65.0,0.323,0.0,0.0,0.0,65.0,0.323,0.323,13.0,17.0,0.765,0.0,0.0,36.0,9.0,0.0,0.0,32.0,55.0,188.0
2164,16.0,96.0,7.5,0.384,0.356,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,-0.2,0.1,-0.1,-0.027,0.0,0.0,0.0,0.0,45.0,0.311,0.0,0.0,0.0,45.0,0.311,0.311,12.0,16.0,0.75,0.0,0.0,24.0,6.0,0.0,0.0,26.0,40.0,183.0
